,content
300,　　20世纪40年代，伟大的科幻作家阿西莫夫提出了“机器人三原则”：第一，机器人不得伤害人类，或因不作为使人类受到伤害；第二，除非违背第一定律，机器人必须服从人类的命令；第三，除非违背第一及第二定律，机器人必须保护自己。在阿西莫夫的科幻小说设定里，机器人三原则是植入到所有机器人的软件底层里的，不可修改。这也成为后来与人工智能相关的科幻小说的核心原则。
301,　　尽管70年前，人类还并没有发明机器人，但毫无疑问，这应该算是最早的对人工智能技术可能面临的伦理危机进行的预警，而这种担忧并非空穴来风，无中生有。要知道，不少科幻小说多年后都成为了事实。人工智能突飞猛进的发展，正在渐渐逼近科幻小说中描绘的世界。
302,　　人与机器人应该是一种什么关系？人与机器人能否会产生情感关联？这些在科幻故事里反复讨论过的问题，已经成为现实问题。还记得《人工智能》中的那个让人无比心疼的小男孩，不对，应该是小机器人大卫吗？作为一款智能型陪伴机器人，他被输入情感程序，进入了孩子因病被冷冻起来的一个家庭，他没有实用价值，唯一的用处就是爱妈妈并得到妈妈的爱。可是，当妈妈的亲生儿子重新回家后，大卫被遗弃了。于是，他踏上了寻找“蓝仙女”的旅程，祈求自己可以变成一个真正的男孩，重获妈妈的爱。如果机器人有了感情，人类应该对此负责吗？这是电影中提出的伦理问题，现实中已不容回避。
303,　　随着老龄化社会的到来，陪护型机器人将可能代替护工，大量在医院和养老院使用，除了工具作用外，智能机器人也可能会承担陪老人聊天、满足老人的情感需求，相信这一天并不遥远。
304,　　情感问题是技术伦理需要首要考虑的。要知道，爱上机器人已经不是科幻小说的场景，而已是现实。据报道，一名法国姑娘就与自己打印的3D机器人展开了浪漫恋情，姑娘表示，他们已经订婚，等到人与机器人的婚姻在法国合法化后立刻结婚。且不论人与机器人的婚姻关系合法化这一天还有多远，但其间的伦理问题却不得不先考虑了。
305,　　与价格相比，“独立品牌”最大的障碍是配送难题。
306,　　孙天麒瞄准的是办公室人群日常午餐市场，送餐时间高度集中。“我们一般在10点40到11点之前出餐打包完成，11点停止接单制定配送任务。”孙天麒说，团队包括3名厨师、1名客服，再加上我，一共5个人，“在每天30多份盒饭的情况下，由于订单比较分散，已经是全员出动”。
307,　　如果继续扩大宣传范围，将配送范围从方圆1公里扩散到方圆3公里，光凭孙天麒几个人做物流配送是肯定跟不上的。
308,　　“出于成本考虑，我也没打算专门自建物流，所以还是选择了外卖平台。”孙天麒说，本来一直不想上平台，主要是因为管理费扣点太多，“直白地说，这些可全是纯利润啊，直接导致我的盈亏平衡点提高，要得达到日均125份才能不亏损。但平台自带推广属性加成以及可以解决物流配送问题，所以为解决主要矛盾，我还是决定上平台”。
309,　　联系了外卖平台后的经历，孙天麒只能用“绝望”来形容：
310,　　一些平台的专送服务对配送范围均有限制，即3公里以内，然而孙天麒的目标市场是五六公里，根本送不过去；
311,　　用外卖平台外包，但外包骑手为兼职，并没有强制接单的要求，如果客户下单却无外包骑手接单，要么自己送，要么退单。
312,　　孙天麒也曾争取与外卖平台沟通将专送范围扩大，但是运费也会增加。考虑到25元的产品通过专送到目标市场运费在5元左右，如果孙天麒补贴运费，加上扣掉的管理费，几乎没有利润；如果让客户承担运费，产品价格更不具竞争力。
313,　　“配送问题得不到解决就无法展开全面的推广，现有的销量和潜在的市场又远不足以达到盈亏平衡，整个经营进入了恶性循环。”孙天麒说，最终选择收手，暂停营业。
314,　　制图/李晓军
315,"　　,中新社,拉萨1月14日电  题：,西藏“牦牛背上”网购热 移动支付成主流"
316,　　作者 赵玉芹 曾嘉
317,　　“您的洗衣机到了！”在中国西藏最西部的边境小镇阿里地区噶尔县狮泉河镇上，刚过完藏历阿里地区新年的老人珠拉听到门外有人说话，拄着拐杖迎出门去，一位配送员背着一台洗衣机走进门口，把冰箱放在地上。
318,　　半个月前，珠拉让居委会的工作人员帮他网购了一台699元(人民币，下同)的洗衣机。珠拉患腰椎结核病，洗衣服成了一个大问题。家境贫困的他想买一台大容量的千元以下的洗衣机，“我找遍了整个县城都没卖的。后来听说网上便宜，但不知道怎么买，于是找到居委会，他们用手机在京东帮我买了一台。”
319,　　像西藏众多的网购消费者一样，珠拉体会到了网购给生活带来了便捷。网购让西藏老百姓突破了地域局限性，有了更多的选择性，随时随地能下单购买，足不出户就能收到货，而且能够进行价格比较，更重要的是省钱。
320,　　随着经济的发展，西藏这个“牦牛背上”的地域网购用户不断增加，越来越多的人喜欢这种动动手指就能买东西的方式。
321,　　以京东商城公布的数据为例，2012年入驻西藏以来，每年用户的平均增长在77%，其中2014年的用户增长超过1倍。西藏用户年龄主要集中在26-35岁的“80后”，但近两年的数据显示，46-55岁的用户增长最快，同比增长达152%。
322,　　2016年西藏消费最高的地区是拉萨，占比达57%，其次是林芝、日喀则、昌都、山南、那曲和阿里。近两年西藏民众使用“京东白条”这一全新支付方式的人群明显升高，2016年使用白条的用户数量同比增长了189%，花费的金额几乎是2015年的3倍。
323,　　“十二五”期间，移动互联网成为中国互联网接入的主要方式。西藏自治区通信管理局副局长尼玛多吉介绍，截至目前西藏手机上网用户总量为168.5户，较5年前增长约38.4万户。
324,　　以支付宝为例，其发布的2016年中国人全民账单显示，西藏以90.3%的移动支付占比排名全国第一，随后是青海、甘肃，远远超过沿海省份。西藏人均使用支付宝进行金融交易的额度以59720.1元，排名全国第18，人均购物支付金额以8260.4元，排名全国第10。
325,　　目前，西藏所有行政村实现移动通讯信号全覆盖，偏僻村落、广袤牧区的农牧民用移动支付进行生活必需品的消费。支付宝年度账单数据显示，2016年西藏人均手机充值16.7次，远高于其他地区。
326,　　支付宝方面表示，西藏的拉萨、林芝、昌都、那曲、阿里五个市(地)中，跨境支付最爱花钱的多为“80后”、“90后”。境外支付金额增幅最大的是阿里地区，增幅达到了342.1%，增幅最小的拉萨市也达到了199%。境外支付人均金额最大的拉萨市为656.47元，韩国、泰国、澳大利亚以及中国香港等地是西藏人最爱扫货地。
327,　　在追求更好生活品质的同时，人们也越来越追求效率。支付宝全民账单显示，2016年拉萨市、昌都市、那曲地区、阿里地区四个市(地)对公共服务的使用人次环比增长速度惊人，依次上涨了1322.72%、960.11%、1311.95%、1027.06%。而2016年全国有超过10亿人次使用“指尖上的城市公共服务”，比去年增长218%。这些服务来自全国357个城市，占中国城市总数的54%。
328,　　西藏自治区发改委负责人在日前的一次发布会上介绍，2017年，西藏将加强信息化建设，实现具备条件的自然村移动网络全覆盖，让居民充分享受信息化成果，进一步缩小“数字鸿沟”。此番讲话意味着，西藏基层农牧民迎来网购的全面普及。有了这个对外的窗口，还能实现农牧业的扩大贸易，让家乡的土特产走出去，实现农牧民的增收。(完)
329,"　　,中新网,北京1月14日电(记者 李金磊)1月14日，第一届全国中小学生创•造大赛在北京正式拉开帷幕。"
330,　　此次大赛由科技日报社、中国发明协会、中国教育报共同主办，由中国科技网、中国科普网、北京市中关村中学、北京万菱科技有限公司(爱创家)等单位协办。
331,　　本次大赛以“未来家园之变暖的挑战”为主题，全国中小学生创•造大赛系列活动开展周期为一年，选手们将历经网络预赛、现场决赛两大阶段。
332,　　据介绍，本次全国中小学生创•造大赛旨在培养学生良好的科学素养，关注身边的社会问题，让科技更有温度、更有意思。学生们可以在活动中自由创想、亲身体验、动手实践。活动将围绕不同的社会问题，创设情境，并设置主题。本届大赛邀请中国工程院院士杜祥琬、中科院院士周忠和作为科学顾问。
